yearmonth,IUCR,Primary Type,Description,FBI Code,count
2018-08,0860,THEFT,RETAIL THEFT,06,931
2006-05,0460,BATTERY,SIMPLE,08B,3010
2007-08,0810,THEFT,OVER $500,06,2213
2014-06,0460,BATTERY,SIMPLE,08B,1632
2001-02,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,04B,235
2001-03,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,26,214
2001-01,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,24,5
2001-02,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,20,8
2001-02,1151,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,11,2
2001-04,0483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,04B,4
2001-02,1651,GAMBLING,GAME/CARDS,19,1
2001-06,0263,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,02,9
2001-07,2016,NARCOTICS,MANU/DELIVER:PCP,18,2
2001-05,0273,CRIM SEXUAL ASSAULT,ATTEMPT AGG: KNIFE/CUT INSTR,02,6
2001-06,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,24,8
2001-05,0581,STALKING,AGGRAVATED,08A,1
2001-11,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",07,131
2001-10,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,17,33
2001-09,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,02,5
2001-11,1335,CRIMINAL TRESPASS,TO AIRPORT,26,1
2002-02,0330,ROBBERY,AGGRAVATED,03,40
2023-09,0331,ROBBERY,ATTEMPT AGGRAVATED,03,6
2023-09,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,26,188
2023-11,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,07,188
2021-09,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,80
2023-05,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,04B,4
2015-07,0320,ROBBERY,STRONG ARM - NO WEAPON,03,1
2023-10,0935,MOTOR VEHICLE THEFT,"THEFT / RECOVERY - TRUCK, BUS, MOBILE HOME",07,2
2023-10,1480,CONCEALED CARRY LICENSE VIOLATION,OTHER,15,3
2010-09,0320,ROBBERY,STRONG ARM - NO WEAPON,03,3
2005-04,0460,BATTERY,SIMPLE,08B,3037
2022-12,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,26,63
2008-05,0610,BURGLARY,FORCIBLE ENTRY,05,1524
2024-01,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,24,4
2024-01,3970,INTIMIDATION,EXTORTION,26,1
2024-02,0291,CRIMINAL SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,02,1
2020-05,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,11,143
2001-10,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,15,1
2019-05,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,17,45
2002-04,0820,THEFT,$500 AND UNDER,06,4455
2005-05,0560,ASSAULT,SIMPLE,08A,1820
2016-01,1310,CRIMINAL DAMAGE,TO PROPERTY,14,1134
2016-11,0860,THEFT,RETAIL THEFT,06,762
2018-10,0560,ASSAULT,SIMPLE,08A,1097
2005-10,0320,ROBBERY,STRONGARM - NO WEAPON,03,489
2006-01,0460,BATTERY,SIMPLE,08B,2207
2010-04,0610,BURGLARY,FORCIBLE ENTRY,05,1382
2011-07,0560,ASSAULT,SIMPLE,08A,1393
2012-07,0460,BATTERY,SIMPLE,08B,2028
2012-12,0820,THEFT,$500 AND UNDER,06,2225
2001-04,2022,NARCOTICS,POSS: COCAINE,18,134
2001-01,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,03,67
2001-01,1900,OTHER NARCOTIC VIOLATION,INTOXICATING COMPOUNDS,18,1
2009-11,0110,HOMICIDE,FIRST DEGREE MURDER,01A,37
2001-07,0820,THEFT,$500 AND UNDER,06,5905
2001-07,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,11,175
2001-05,0264,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER DANG WEAPON,02,2
2001-04,1590,SEX OFFENSE,ATT AGG CRIMINAL SEXUAL ABUSE,17,1
2001-05,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,15,1
2001-05,2040,NARCOTICS,POSS: LOOK-ALIKE DRUGS,18,1
2001-10,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,04A,147
2001-08,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,18,48
2001-08,2029,NARCOTICS,POSS: HEROIN(BLACK TAR),18,4
2023-09,0610,BURGLARY,FORCIBLE ENTRY,05,364
2004-09,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,17,2
2023-08,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,115
2023-09,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,18,53
2023-09,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",11,34
2023-06,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,26,167
2023-11,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,18,54
2015-05,031A,ROBBERY,ARMED - HANDGUN,03,1
2023-10,051A,ASSAULT,AGGRAVATED - HANDGUN,04A,410
2022-11,0890,THEFT,FROM BUILDING,06,426
2016-09,0110,HOMICIDE,FIRST DEGREE MURDER,01A,65
2023-10,3100,PUBLIC PEACE VIOLATION,MOB ACTION,24,3
2011-08,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,3
2023-11,5110,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,26,5
2023-11,0263,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,02,3
2023-11,1241,DECEPTIVE PRACTICE,AGGRAVATED COMPUTER TAMPERING,11,3
2023-12,0550,ASSAULT,AGGRAVATED POLICE OFFICER - HANDGUN,04A,5
2015-05,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,17,10
2022-03,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,02,18
2023-12,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,17,1
2003-08,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,4
2024-02,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,22,2
2024-02,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,18,6
2024-02,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,24,1
2018-12,0860,THEFT,RETAIL THEFT,06,900
2021-09,0890,THEFT,FROM BUILDING,06,359
2022-04,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,11,176
2018-10,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,11,381
2022-09,1020,ARSON,BY FIRE,09,36
2005-06,1310,CRIMINAL DAMAGE,TO PROPERTY,14,2226
2005-08,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,26,243
2006-05,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,04A,154
2009-03,1310,CRIMINAL DAMAGE,TO PROPERTY,14,1826
2009-06,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,20,12
2006-07,0560,ASSAULT,SIMPLE,08A,1774
2010-12,0890,THEFT,FROM BUILDING,06,1001
2013-01,0860,THEFT,RETAIL THEFT,06,715
2010-04,0110,HOMICIDE,FIRST DEGREE MURDER,01A,46
2001-02,0450,BATTERY,AGGRAVATED PO: HANDGUN,04B,9
2001-04,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,24,17
2001-04,4230,KIDNAPPING,UNLAWFUL RESTRAINT,26,7
2001-04,0452,BATTERY,AGGRAVATED PO: KNIFE/CUT INSTR,04B,2
2001-07,2024,NARCOTICS,POSS: HEROIN(WHITE),18,587
2001-07,0842,THEFT,AGG: FINANCIAL ID THEFT,06,8
2001-09,031B,ROBBERY,ARMED: OTHER FIREARM,03,13
2001-12,1320,CRIMINAL DAMAGE,TO VEHICLE,14,2043
2002-02,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,26,23
2002-01,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,15,23
2015-09,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,1
2019-03,0810,THEFT,OVER $500,06,990
2022-02,0486,BATTERY,DOMESTIC BATTERY SIMPLE,08B,1340
2023-03,0110,HOMICIDE,FIRST DEGREE MURDER,01A,36
2022-10,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,17,6
2023-05,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,26,226
2015-03,031A,ROBBERY,ARMED - HANDGUN,03,1
2023-10,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,15,13
2022-08,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,15,233
2021-07,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,109
2023-06,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,26,22
2023-11,1185,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,11,4
2022-12,0273,CRIMINAL SEXUAL ASSAULT,ATTEMPT AGGRAVATED - KNIFE / CUTTING INSTRUMENT,02,1
2017-03,0110,HOMICIDE,FIRST DEGREE MURDER,01A,42
2024-01,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,18,22
2023-12,0553,ASSAULT,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,04A,4
2022-02,0263,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,02,2
2002-02,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,4
2021-08,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,02,16
2023-05,0610,BURGLARY,FORCIBLE ENTRY,05,346
2021-06,0810,THEFT,OVER $500,06,1155
2021-01,1320,CRIMINAL DAMAGE,TO VEHICLE,14,764
2020-03,2820,OTHER OFFENSE,TELEPHONE THREAT,08A,279
2022-01,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,14,35
2022-06,2820,OTHER OFFENSE,TELEPHONE THREAT,08A,328
2020-03,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,4
2010-08,0486,BATTERY,DOMESTIC BATTERY SIMPLE,08B,2866
2015-11,0860,THEFT,RETAIL THEFT,06,704
2018-03,0460,BATTERY,SIMPLE,08B,1343
2006-08,1330,CRIMINAL TRESPASS,TO LAND,26,720
2013-03,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,26,81
2001-02,0560,ASSAULT,SIMPLE,08A,1472
2020-06,0110,HOMICIDE,FIRST DEGREE MURDER,01A,94
2001-02,4310,OTHER OFFENSE,POSSESSION OF BURGLARY TOOLS,26,6
2001-04,0264,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER DANG WEAPON,02,2
2001-07,1025,ARSON,AGGRAVATED,09,15
2001-11,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,11,180
2001-08,041B,BATTERY,AGGRAVATED: OTHER FIREARM,04B,63
2001-09,3960,INTIMIDATION,INTIMIDATION,26,27
2001-08,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,11,37
2001-08,1565,SEX OFFENSE,INDECENT SOLICITATION/CHILD,17,7
2001-11,1240,DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,11,2
2002-02,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,04A,115
2002-01,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,15,238
2001-11,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,02,13
2023-09,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,11,138
2023-10,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,26,222
2022-02,031A,ROBBERY,ARMED - HANDGUN,03,231
2023-09,0485,BATTERY,AGGRAVATED OF A CHILD,04B,8
2019-12,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,07,684
2023-05,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,11,205
2021-11,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,10
2022-08,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,11,186
2018-05,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,12,3
2021-03,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,91
2017-08,0266,CRIMINAL SEXUAL ASSAULT,PREDATORY,02,2
2021-12,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",04B,70
2002-03,1320,CRIMINAL DAMAGE,TO VEHICLE,14,2109
2022-11,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,24,12
2023-12,1320,CRIMINAL DAMAGE,TO VEHICLE,14,1371
2017-07,1565,SEX OFFENSE,INDECENT SOLICITATION/CHILD,17,5
2024-01,2020,NARCOTICS,POSSESS - AMPHETAMINES,18,8
2023-03,2031,NARCOTICS,POSSESS - METHAMPHETAMINE,18,1
2024-01,3910,INTERFERENCE WITH PUBLIC OFFICER,BRIBERY,26,1
2024-01,1055,HUMAN TRAFFICKING,INVOLUNTARY SERVITUDE,26,1
2018-11,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,11,8
2020-08,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,03,110
2020-01,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,26,200
2021-07,0890,THEFT,FROM BUILDING,06,358
2005-06,0810,THEFT,OVER $500,06,1611
2005-12,0460,BATTERY,SIMPLE,08B,2088
2008-10,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,17,23
2009-03,0860,THEFT,RETAIL THEFT,06,877
2009-05,0460,BATTERY,SIMPLE,08B,2397
2013-02,0610,BURGLARY,FORCIBLE ENTRY,05,799
2001-03,051A,ASSAULT,AGGRAVATED: HANDGUN,04A,268
2004-05,0110,HOMICIDE,FIRST DEGREE MURDER,01A,34
2008-07,0110,HOMICIDE,FIRST DEGREE MURDER,01A,62
2001-02,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,04A,10
2001-02,1170,DECEPTIVE PRACTICE,IMPERSONATION,11,3
2001-01,0453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,04B,7
2001-04,1680,GAMBLING,OTHER,19,5
2001-06,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),18,12
2001-05,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,20,39
2001-08,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,11,259
2001-09,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,15,34
2001-09,0483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,04B,3
2001-08,0451,BATTERY,AGGRAVATED PO: OTHER FIREARM,04B,1
2001-12,1310,CRIMINAL DAMAGE,TO PROPERTY,14,2162
2001-11,1513,PROSTITUTION,SOLICIT FOR BUSINESS,16,134
2001-11,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,20,5
2015-05,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,3
2023-08,0610,BURGLARY,FORCIBLE ENTRY,05,354
2023-03,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,85
2023-11,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,18,36
2023-06,0890,THEFT,FROM BUILDING,06,409
2023-08,0650,BURGLARY,HOME INVASION,05,22
2021-12,051A,ASSAULT,AGGRAVATED - HANDGUN,04A,370
2022-09,0890,THEFT,FROM BUILDING,06,422
2023-07,1110,DECEPTIVE PRACTICE,BOGUS CHECK,11,28
2023-08,0337,ROBBERY,ATTEMPT ARMED - OTHER DANGEROUS WEAPON,03,5
2023-03,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,04B,43
2023-10,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,26,57
2023-10,1025,ARSON,AGGRAVATED,09,1
2020-09,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,17,24
2023-06,1360,CRIMINAL TRESPASS,TO VEHICLE,26,52
2022-11,0820,THEFT,$500 AND UNDER,06,1522
2022-12,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,18,36
2023-07,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,4
2023-03,2820,OTHER OFFENSE,TELEPHONE THREAT,08A,333
2022-10,031A,ROBBERY,ARMED - HANDGUN,03,448
2024-01,2024,NARCOTICS,POSSESS - HEROIN (WHITE),18,135
2013-07,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,17,2
2011-04,0320,ROBBERY,STRONG ARM - NO WEAPON,03,1
2023-01,5011,OTHER OFFENSE,LICENSE VIOLATION,26,25
2024-02,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,26,1
2024-02,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",08B,4
2020-08,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,15,623
2017-03,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,17,5
2021-01,1120,DECEPTIVE PRACTICE,FORGERY,10,41
2002-10,0486,BATTERY,DOMESTIC BATTERY SIMPLE,08B,3274
2008-12,0266,CRIM SEXUAL ASSAULT,PREDATORY,02,3
2022-04,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,26,218
2016-10,0460,BATTERY,SIMPLE,08B,1417
2017-07,031A,ROBBERY,ARMED: HANDGUN,03,354
2002-04,031A,ROBBERY,ARMED: HANDGUN,03,465
2003-09,0810,THEFT,OVER $500,06,1741
2005-01,031A,ROBBERY,ARMED: HANDGUN,03,424
2007-11,0460,BATTERY,SIMPLE,08B,1957
2010-01,0820,THEFT,$500 AND UNDER,06,1740
2010-06,0560,ASSAULT,SIMPLE,08A,1416
2010-07,0860,THEFT,RETAIL THEFT,06,767
2010-12,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,07,1585
2001-02,2017,NARCOTICS,MANU/DELIVER:CRACK,18,213
2013-05,0110,HOMICIDE,FIRST DEGREE MURDER,01A,47
2001-04,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,15,12
2001-02,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,24,1
2001-05,3100,PUBLIC PEACE VIOLATION,MOB ACTION,24,3
2001-09,3100,PUBLIC PEACE VIOLATION,MOB ACTION,24,3
2001-12,4220,KIDNAPPING,AGGRAVATED,26,9
2002-01,4230,KIDNAPPING,UNLAWFUL RESTRAINT,26,11
2023-09,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,18,18
2021-06,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,11,236
2023-09,1540,OBSCENITY,OBSCENE MATTER,26,1
2023-06,142A,WEAPONS VIOLATION,UNLAWFUL SALE - HANDGUN,15,1
2022-07,1120,DECEPTIVE PRACTICE,FORGERY,10,147
2023-10,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,26,15
2023-10,1240,DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,11,3
2023-03,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,6
2019-10,041A,BATTERY,AGGRAVATED - HANDGUN,04B,65
2022-11,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,11,156
2023-07,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),18,17
2022-10,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,17,9
2002-10,0810,THEFT,OVER $500,06,2222
2022-12,2018,NARCOTICS,MANUFACTURE / DELIVER - SYNTHETIC DRUGS,18,1
2022-07,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,17,5
2020-09,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,07,821
2024-01,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,24,23
2019-01,143B,WEAPONS VIOLATION,UNLAWFUL POSSESSION - OTHER FIREARM,15,1
2007-08,0610,BURGLARY,FORCIBLE ENTRY,05,1568
2024-01,4651,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,26,8
2019-06,0320,ROBBERY,STRONGARM - NO WEAPON,03,295
2022-07,1310,CRIMINAL DAMAGE,TO PROPERTY,14,1103
2019-12,0820,THEFT,$500 AND UNDER,06,2149
2016-02,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,26,15
2016-05,0810,THEFT,OVER $500,06,1208
2020-01,1310,CRIMINAL DAMAGE,TO PROPERTY,14,927
2014-11,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,17,3
2016-03,0486,BATTERY,DOMESTIC BATTERY SIMPLE,08B,2051
2016-03,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,6
2014-07,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,26,259
2015-12,0820,THEFT,$500 AND UNDER,06,2000
2016-04,0860,THEFT,RETAIL THEFT,06,767
2006-11,0460,BATTERY,SIMPLE,08B,2272
2009-07,1310,CRIMINAL DAMAGE,TO PROPERTY,14,2038
2015-02,0560,ASSAULT,SIMPLE,08A,734
2001-01,0330,ROBBERY,AGGRAVATED,03,63
2016-01,0110,HOMICIDE,FIRST DEGREE MURDER,01A,54
2001-01,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,26,38
2001-02,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,20,21
2001-04,1505,PROSTITUTION,CALL OPERATION,16,8
2001-01,1515,PROSTITUTION,PANDERING,16,1
2001-07,0610,BURGLARY,FORCIBLE ENTRY,05,1715
2001-05,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,15,91
2001-06,0452,BATTERY,AGGRAVATED PO: KNIFE/CUT INSTR,04B,6
2001-10,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,26,158
2001-10,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),18,110
2001-10,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,08B,10
2001-08,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,03,45
2001-11,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",11,48
2002-01,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,11,237
2001-12,1621,GAMBLING,BOLITA OR BOLI PUL/RUNNER,19,2
2002-01,1240,DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,11,6
2002-02,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,18,9
2002-02,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,15,14
2001-11,0320,ROBBERY,STRONG ARM - NO WEAPON,03,1
2019-09,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,11,405
2022-11,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,15,325
2022-09,0486,BATTERY,DOMESTIC BATTERY SIMPLE,08B,1555
2021-09,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,26,213
2008-02,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,11,161
2023-04,0560,ASSAULT,SIMPLE,08A,1148
2022-12,2820,OTHER OFFENSE,TELEPHONE THREAT,08A,228
2022-11,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,18,10
2022-11,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,17,21
2022-11,2860,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,24,1
2022-12,0337,ROBBERY,ATTEMPT ARMED - OTHER DANGEROUS WEAPON,03,5
2022-11,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,11,36
2024-01,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,11,61
2024-01,1479,CONCEALED CARRY LICENSE VIOLATION,ARMED WHILE UNDER THE INFLUENCE,15,4
2023-12,1310,CRIMINAL DAMAGE,TO PROPERTY,14,998
2023-07,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,03,101
2023-12,1151,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,11,1
2023-05,031A,ROBBERY,ARMED - HANDGUN,03,336
2018-11,0620,BURGLARY,UNLAWFUL ENTRY,05,345
2019-08,031A,ROBBERY,ARMED - HANDGUN,03,13
2018-01,0486,BATTERY,DOMESTIC BATTERY SIMPLE,08B,1856
2020-03,0560,ASSAULT,SIMPLE,08A,952
2016-01,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,11,155
2009-01,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,5
2022-08,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,07,1696
2003-02,0560,ASSAULT,SIMPLE,08A,1420
2005-09,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,02,23
2016-01,0560,ASSAULT,SIMPLE,08A,837
2019-03,1320,CRIMINAL DAMAGE,TO VEHICLE,14,878
2005-09,0330,ROBBERY,AGGRAVATED,03,60
2007-04,0860,THEFT,RETAIL THEFT,06,884
2008-02,1310,CRIMINAL DAMAGE,TO PROPERTY,14,1396
2009-06,0860,THEFT,RETAIL THEFT,06,942
2012-07,2024,NARCOTICS,POSS: HEROIN(WHITE),18,474
2012-12,0860,THEFT,RETAIL THEFT,06,819
2013-05,0460,BATTERY,SIMPLE,08B,1904
2014-06,0810,THEFT,OVER $500,06,1489
2001-01,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,18,1190
2001-02,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,26,129
2001-01,141B,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,15,6
2001-02,0840,THEFT,FINANCIAL ID THEFT: OVER $300,06,97
2001-03,1151,DECEPTIVE PRACTICE,ILLEGAL POSSESSION CASH CARD,11,3
